time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2025/10/17 12:48:38.602700629,1760698118,602260944,gps,2,1,47.472064895,19.06338493166667,149.494,33.64,0.0,0.0,0.0,33.64,0.0,0.0,0.0,538.24,1
2025/10/17 12:48:38.827229067,1760698118,826942657,gps,2,1,47.472065003333334,19.063384845,149.47899999999998,33.64,0.0,0.0,0.0,33.64,0.0,0.0,0.0,538.24,1
2025/10/17 12:48:39.78352991,1760698119,78027793,gps,2,1,47.47206490833333,19.063384805,149.475,15.0544,0.0,0.0,0.0,15.0544,0.0,0.0,0.0,240.8704,1
2025/10/17 12:48:39.329881495,1760698119,329469849,gps,2,1,47.472064941666666,19.063384723333332,149.475,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:39.580144522,1760698119,579721171,gps,2,1,47.472064896666666,19.063384833333334,149.481,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:39.830053438,1760698119,829681200,gps,2,1,47.472064966666665,19.063384815,149.475,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:40.87140368,1760698120,86769580,gps,2,1,47.47206494833333,19.063384778333333,149.465,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:40.332739414,1760698120,332403574,gps,2,1,47.472065083333334,19.063384536666668,149.447,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:40.609705006,1760698120,609292503,gps,2,1,47.472064986666666,19.063384635,149.433,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:40.831518560,1760698120,831202748,gps,2,1,47.472064995,19.063384536666668,149.43099999999998,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:41.86275398,1760698121,85968364,gps,2,1,47.47206509666667,19.063384493333334,149.427,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:41.329276689,1760698121,328949216,gps,2,1,47.472065095,19.063384393333333,149.428,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:41.581493630,1760698121,581100521,gps,2,1,47.47206507333333,19.063384433333333,149.427,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:41.824563810,1760698121,824244870,gps,2,1,47.472065165,19.063384463333332,149.442,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:42.87790979,1760698122,87165577,gps,2,1,47.472065126666664,19.063384593333332,149.476,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:42.330162858,1760698122,329809840,gps,2,1,47.47206508666667,19.063384498333335,149.48399999999998,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:42.605340265,1760698122,604826994,gps,2,1,47.472065201666666,19.06338441833333,149.478,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:42.828335089,1760698122,828106466,gps,2,1,47.472065275,19.063384366666668,149.46699999999998,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:43.87657256,1760698123,87273243,gps,2,1,47.47206518833333,19.063384478333333,149.459,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:43.327182389,1760698123,326841805,gps,2,1,47.472065015,19.063384513333332,149.457,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:43.573189834,1760698123,572897195,gps,2,1,47.47206498,19.063384511666666,149.447,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:43.827615270,1760698123,827317177,gps,2,1,47.47206499,19.06338448,149.442,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:44.84547572,1760698124,84155743,gps,2,1,47.47206499166667,19.063384356666667,149.42399999999998,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:44.334958819,1760698124,334518779,gps,2,1,47.47206498833334,19.063384378333332,149.41199999999998,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:44.609595783,1760698124,609283094,gps,2,1,47.472064958333334,19.063384413333335,149.415,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:44.827262769,1760698124,826971822,gps,2,1,47.47206494833333,19.063384408333334,149.43,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:45.86230126,1760698125,85790623,gps,2,1,47.472064921666664,19.063384445,149.44299999999998,15.0544,0.0,0.0,0.0,15.0544,0.0,0.0,0.0,240.8704,1
2025/10/17 12:48:45.329095645,1760698125,328917202,gps,2,1,47.472065045,19.063384263333333,149.434,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:45.580249092,1760698125,579963963,gps,2,1,47.472065001666664,19.063384296666666,149.427,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:45.830517948,1760698125,830035890,gps,2,1,47.47206499,19.063384331666665,149.434,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:46.86949370,1760698126,86603499,gps,2,1,47.47206491666667,19.063384388333333,149.44299999999998,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:46.327920179,1760698126,327478234,gps,2,1,47.47206491833333,19.06338446,149.449,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
2025/10/17 12:48:46.610523739,1760698126,610179456,gps,2,1,47.47206485833333,19.063384488333334,149.451,22.6576,0.0,0.0,0.0,22.6576,0.0,0.0,0.0,362.5216,1
