time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2025/10/17 12:49:06.832028709,1760698146,831849704,gps,2,1,47.472064956666664,19.063384508333332,149.427,24.6016,0.0,0.0,0.0,24.6016,0.0,0.0,0.0,393.6256,1
2025/10/17 12:49:07.90785963,1760698147,90432672,gps,2,1,47.472064978333336,19.063384535,149.435,24.6016,0.0,0.0,0.0,24.6016,0.0,0.0,0.0,393.6256,1
2025/10/17 12:49:07.332457230,1760698147,332180544,gps,2,1,47.47206497,19.06338449,149.435,24.6016,0.0,0.0,0.0,24.6016,0.0,0.0,0.0,393.6256,1
2025/10/17 12:49:07.581812811,1760698147,581397622,gps,2,1,47.47206497,19.063384446666667,149.43599999999998,24.6016,0.0,0.0,0.0,24.6016,0.0,0.0,0.0,393.6256,1
2025/10/17 12:49:07.830304845,1760698147,829842290,gps,2,1,47.47206495166667,19.063384466666665,149.437,24.6016,0.0,0.0,0.0,24.6016,0.0,0.0,0.0,393.6256,1
2025/10/17 12:49:08.87306050,1760698148,86903732,gps,2,1,47.472064915,19.063384571666667,149.439,24.6016,0.0,0.0,0.0,24.6016,0.0,0.0,0.0,393.6256,1
2025/10/17 12:49:08.332640029,1760698148,332253043,gps,2,1,47.47206495333333,19.063384475,149.428,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:08.606307253,1760698148,605884585,gps,2,1,47.47206493666667,19.063384508333332,149.422,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:08.828142355,1760698148,827785496,gps,2,1,47.472064985,19.063384338333332,149.40699999999998,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:09.91173756,1760698149,90697506,gps,2,1,47.472064941666666,19.063384553333332,149.426,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:09.332035565,1760698149,331578999,gps,2,1,47.47206494833333,19.063384491666667,149.439,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:09.582734855,1760698149,582317795,gps,2,1,47.47206491833333,19.063384553333332,149.454,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:09.836626836,1760698149,836231328,gps,2,1,47.47206482833333,19.06338467,149.462,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:10.93174241,1760698150,92834273,gps,2,1,47.47206484666667,19.063384693333333,149.48000000000002,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:10.337002748,1760698150,336634733,gps,2,1,47.472065023333336,19.063384546666665,149.471,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:10.602946795,1760698150,602625224,gps,2,1,47.472065045,19.063384226666667,149.451,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:10.836052666,1760698150,835751775,gps,2,1,47.47206507833333,19.06338414,149.44299999999998,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:11.90638117,1760698151,90321757,gps,2,1,47.472065146666665,19.06338442,149.45,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:11.336162050,1760698151,335881994,gps,2,1,47.472065095,19.063384385,149.45,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:11.580906728,1760698151,580519917,gps,2,1,47.472065165,19.063384326666668,149.454,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:11.830632541,1760698151,830253105,gps,2,1,47.47206509666667,19.06338456,149.451,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:12.88842497,1760698152,88448040,gps,2,1,47.472065145,19.063384463333332,149.446,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
2025/10/17 12:49:12.330757903,1760698152,330297762,gps,2,1,47.472065075,19.06338434,149.447,24.2064,0.0,0.0,0.0,24.2064,0.0,0.0,0.0,387.3024,1
